地名名稱,地名別稱,所屬縣市,所屬鄉鎮市區,所屬村里,地名類型,地名意義,語言別,命名族群,相關位置與面積描述,地名沿革與文獻歷史簡述,地名相關事項訪談內容,普查使用之地圖與文獻,地圖座標(橫坐標),地圖座標(縱坐標),地名年代時間(起),地名年代時間(迄),漢語拼音,通用拼音
榕樹王,,嘉義縣,六腳鄉,"蒜東村,",一般地名,"清朝時，此處有一棵大榕樹，故而得名。（庄名傳說是嘉慶君遊台灣時，曾至此榕樹下休憩，見此榕樹特大，因封為「榕樹王」）。 但，傳久卻訛傳為「親像王」。",閩南～泉州,,,"此處有一清嘉慶年間的重興義渡碑，碑文如下： 榕村之北有溪焉，發源於牛稱溪，逶迤東來，而其南越數百武，又有一溝，而流入溪。則新陂之水所由歸焉，此地蓋南北之要衝，往來之通津也。當夫春夏之交，雨水洊至，其流湯湯。厲也揭也，徒涉堪驚；方之舟之，空囊疇濟。蹁躚裘馬，不惜過渡之貲；乏&#32118;盤資，誰憐窮途之客。言念及此，深為旅愁。爰是吉等公抱憤氣；僉謀義渡。幸得集狐成裘；涓流助波。溪置小舟；溝用竹筏。而行者無難濟之悲；過者有美談之樂矣。然義出眾擎，何敢掠為市美；槳柝共棹，詎易擬諸悲帆。幸我同人，仰視一體，今已",,,120.29600172089,23.485871991023,清朝,迄今,Rongshuwang,Rongshuwang
新厝內,,嘉義縣,六腳鄉,"蒜東村,",一般地名,此聚落的居民是由「舊厝內」第三房移居建屋，所以稱為「新厝內」。,閩南～泉州,,,"祖籍：福建南安縣五都八田郊平鄉。燕山祖詩（對聯）：名傳江夏垂芳遠，派衍燕山世澤長。 江夏源流通一脈，燕山派衍繼千年。 脈傳燕國源流遠，派衍榮州世澤長。燕山輩序：仁賢體乾、允希應有。輔淑用元、台鼎世守。怡和衍禎、胤哲孫秀。德耀道光、永綿佩綬。",早期所建的祠堂是「翹脊式」的屋頂，可惜年久失修而損壞，經旅外族人黃德建捐款，於民國66年重建平房。,,120.29366169618,23.490195905299,清朝,迄今,Xincuonei,Sincuonei
後厝,,嘉義縣,六腳鄉,"蒜東村,",一般地名,此處緊鄰新厝內，故曰「後厝」。,閩南～泉州,,,,,,120.29272400003,23.490247884695,清朝,迄今,Houcuo,Houcuo
後厝角,,嘉義縣,六腳鄉,"蒜東村,",一般地名,在「後厝」之後邊。,閩南～泉州,,,,雖說此聚落是「後厝」的後一角落，但兩聚落間的巷道早已擴寬成大馬路，兩地名實在難以連想在一起。,,120.29235911371,23.490072410667,清朝,迄今,Houcuojiao,Houcuojiao
竹圍仔內,,嘉義縣,六腳鄉,"蒜東村,",一般地名,早期這兒四周都是竹林。,閩南～泉州,,,,今已不見竹林了。,,120.29244071582,23.489321282153,清朝,迄今,Zhuweizainei,Jhuweizainei
死溪仔,,嘉義縣,六腳鄉,"蒜東村,",防洪排水灌溉設施,此地在清朝以前是牛稠溪流域，清末時因溪流改道，舊河道遂成為乾溝渠，居民稱之為「死溪仔」，乾河道旁原有三個池塘，則稱之「死溪仔堀」。,閩南～泉州,,,,年久月深，河床已變良田。十幾年前，又興建高樓，「死溪仔」幾乎不見了，溪邊原本有三個池塘「死溪仔堀」，今也只剩下一個。,,120.29296136485,23.489390107846,清朝,迄今,Sixizai,Sihsizai
沙崙仔,觀音媽園,嘉義縣,六腳鄉,"蒜東村,",一般地名,此地地勢較高，原是一沙崙。「觀音媽園」是因此處有些田園是幾戶人家共同耕作，收入作為祭祀觀士音菩薩的費用。,閩南～泉州,,,,莊總理公廟，祭祀「庄頭的老大」，並非總理公姓「莊」，廟名應為「庄總理公廟」。,,120.2945278257,23.486808124433,清朝,迄今,Shalunzai,Shalunzai
區長路,天頂路,嘉義縣,六腳鄉,"蒜東村,",公路運輸,因日治時期，灣內庄有一位區長，而這條路是蒜頭至灣內的唯一道路，也是區長至蒜頭辦公的要道（六腳鄉所有的行政機關都在蒜頭），故云。「區長路」傳久之後，有人不明其因，誤傳成「天頂路」。因為閩南語這兩種音很相像。,閩南～泉州,,,,此道路因是「區長路」（區長必經之路），固在早期這條道路就比別的路寬闊。現今又接連外環道，相信「區長路」昔日車水馬龍的情況當可重現。,,120.29619371085,23.493466571751,日治,迄今,"Quchang Rd.","Cyuchang Rd."
廟口,戲園,嘉義縣,六腳鄉,"蒜南村,",一般地名,此處於民國39年興建「永安宮」，故稱為「廟口」。後又興建一戲院，故又名「戲園」。戲院沒落後拆除改建樓房，所以，該地現今只稱「廟口」。,閩南～泉州,,,,民國46年，在蒜南村400號至400號之6的地方，興建一座戲院，故早期該聚落稱為「戲園」。其後戲院關閉，於民國75年拆除，建築樓房。,,120.29147033091,23.490473156714,日治,迄今,Miaokou,Miaokou
缶窯仔內,,嘉義縣,六腳鄉,"蒜南村,",一般地名,清朝時期，此處曾有瓦窯。,閩南～泉州,,,,瓦窯應是很早即已拆除了，耆老對此事都已無印象。此聚落就是在舊戲院對面，現剩二、三戶人家。,,120.29065525289,23.490505698742,清朝,迄今,Fouyaozainei,Fouyaozainei
下竹圍,,嘉義縣,六腳鄉,"蒜南村,",一般地名,早期聚落四周都種植竹林，因位於「竹圍仔」的下方，故名之。,閩南～泉州,,,,從新開闢的外環道以南，總稱為「下竹圍」，其下再細分若干聚落。,,120.29120326468,23.486939719772,清朝,迄今,Xiazhuwei,Siajhuwei
下竹圍尾,,嘉義縣,六腳鄉,"蒜南村,",一般地名,此聚落在「下竹圍」的尾端。,閩南～泉州,,,,此聚落接近堤岸邊的田地上，車路巷的兩旁，在清朝時原有二間「草仔&#24269;」（舊式製糖工場）。,,120.29085461032,23.485970602109,清朝,迄今,Xiazhuweiwei,Siajhuweiwei
車路巷,蒲荊巷,嘉義縣,六腳鄉,"蒜南村,",古道,這條道路直通堤岸，而堤岸外即是田園，此路是農民駕駛牛車必經之路，故名之。又，此路兩旁早期長滿蒲荊，所以又稱之「蒲荊巷」。,閩南～泉州,,,,"路旁早已無蒲荊了，牛車路鋪上柏油，已看不見牛車的痕跡。 清朝時，車路巷的兩旁各有一間製糖的草仔&#24269;。",,120.2909276105,23.48367820287,清朝,迄今,"Chelu Lane","Chelu Lane"
&#24269;口堀,,嘉義縣,六腳鄉,"蒜南村,",防洪排水灌溉設施,此處是通往下竹圍尾草&#24269;的路口，在路口處有一大池塘。,閩南～泉州,,,,大池塘早在十幾年前就填起來了，現今長滿雜草，及堆放雜物。池塘邊，約在民國32年，建築一座小廟，「大發爺公廟」。,,120.29181097866,23.488256147473,清朝,迄今,&#24269;Koujue,&#24269;Koujyue
布帆巷,,嘉義縣,六腳鄉,"蒜南村,",古道,地名由來原因不明。,閩南～泉州,,,,,,120.29055338487,23.490172286231,清朝,迄今,"Bufan Lane","Bufan Lane"
樸仔腳路,軍路,嘉義縣,六腳鄉,"蒜南村,",公路運輸,此路是通向朴子市的捷徑，故名之。又，日治時期，日軍行軍都是走這條道路，故稱之「軍路」。,閩南～泉州,,,,昔時經此路前往朴子時，因朴子溪無橋樑，都須涉水而過。民國69年，興建朴子橋之後，不僅交通便利，更替蒜頭帶來了繁榮。,,120.28998897131,23.489970279427,清朝,迄今,"Puzaijiao Rd.","Puzaijiao Rd."
橋頭,,嘉義縣,六腳鄉,"蒜南村,",一般地名,因位於朴子橋邊，此處樓房約建於民國70年。,閩南～泉州,,,,二十多年前，這邊都是田園。民國69年，興建了蒜頭橋之後，隨著交通便利，建商就在蒜頭橋頭邊建造樓房，橋頭社區於焉誕生。,,120.28842534833,23.488438495696,民國70年,迄今,Ciaotou,Ciaotou
園頂,,嘉義縣,六腳鄉,"蒜南村,",一般地名,此地原是田園，有幾戶地主在此建屋，結果越聚越多，成了新的聚落。,閩南～泉州,,,,,,120.28942562799,23.48986056946,清朝,迄今,Yuanding,Yuanding
尾厝角,,嘉義縣,六腳鄉,"蒜南村,",一般地名,此處在整個蒜頭庄（蒜東、蒜南、蒜頭三村的總稱）的尾端。,閩南～泉州,,,,此聚落旁新開闢了外環道，所以不再有偏僻的感覺。,,120.29028208894,23.490777610616,清朝,迄今,Weicuojiao,Weicuojiao
五十六尾,,嘉義縣,六腳鄉,"蒜南村,",農地,地名由來不明。,閩南～泉州,,,,"「五十六尾」是蒜頭庄外的田園，其中有侯姓人家在此處建五間草屋居住，此侯姓居民屢次與蒜頭人發生械鬥，之後，侯姓居民遷徙朴子市雙溪口。 西元1900年，朴子市遭受鼠疫侵襲，相鄰的蒜頭庄也有少數人感染。日人就在庄外的「五十六尾」處，搭屋，做為鼠疫的隔離所。",,120.28464602776,23.49004635184,清朝,迄今,Wushiliuwei,Wushihliouwei
營公仔口,,嘉義縣,六腳鄉,"蒜南村,",宗教建築,此處是「東爿路」的盡頭，有一座「中營」。,閩南～泉州,,,,「中營」是在東爿路的盡頭。,,120.29217837138,23.485712901591,清朝,迄今,Yinggongzaikou,Yinggongzaikou
溪墘厝,溪厝,嘉義縣,六腳鄉,"溪厝村,",村里行政區,先民入墾後，依水定居朴子溪畔北岸，沿溪岸建屋成一直線，顧名思義謂之「溪墘厝」。此村大都是侯姓族人所居。,閩南～泉州,,,"西元1681年，泉州南安人侯定、侯在合墾溪墘厝庄。 1895年清廷割讓台灣，各地抗日義軍風起雲湧，嘉義縣六腳鄉溪厝村人侯西庚，以經營糖&#24269;為業，乃散盡家財購買武器，號召壯丁訓練，以備驅逐日軍。同年十月十日，日軍由布袋嘴登陸，侯西庚率領部屬阻擊。十三日又於東石展開慘烈的「蚵殼城之戰」，十四日日軍援兵抵達，義軍不支撤退。為免殃及人口密集的朴子，侯西庚乃擇人煙稀少的雲林縣&#26924;梧庄轉歸故鄉。",村內信仰中心為「德龍宮」，建於西元1851年，主祀邢府王爺。,"嘉義縣志 卷二人民志、嘉義文獻第十三期",120.27005192475,23.495944060577,清朝,迄今,Xiqicuo,Sicicuo
頂竹巷仔,,嘉義縣,六腳鄉,"溪厝村,",一般地名,早期庄內小巷兩旁都栽植竹子，此處位於北面。,閩南～泉州,,,,,,120.27581294815,23.495623618972,清朝,迄今,Dingzhuxiangzai,Dingjhusiangzai
下竹巷仔,,嘉義縣,六腳鄉,"溪厝村,",一般地名,早期庄內小巷兩旁都栽植竹子，此處位於南面。,閩南～泉州,,,,,,120.27639459314,23.494977938978,清朝,迄今,Xiazhuxiangzai,Siajhusiangzai
竹圍仔,,嘉義縣,六腳鄉,"溪厝村,",一般地名,此聚落早期四周都種植竹子。,閩南～泉州,,,,,,120.27270126154,23.495320631596,清朝,迄今,Zhuweizai,Jhuweizai
廟口,,嘉義縣,六腳鄉,"溪厝村,",宗教信仰,因此處有一座全庄的信仰中心「德龍宮」。故此聚落稱之為「廟口」。,閩南～泉州,,,,德龍宮是本村的信仰中心，主祀邢府王爺。原先是搭草寮，後於西元1851年建廟，因年久失修，村民乃於民國65年倡議重建。,,120.26942803754,23.494671425022,清朝,迄今,Miaokou,Miaokou
庄尾,,嘉義縣,六腳鄉,"溪厝村,",一般地名,位於本庄通往朴子的尾端。,閩南～泉州,,,,"此處有一小廟「竹林順安堂」，祭祀十八元帥，村民尊稱「十八爺」。 清朝時期，常有庄拚庄的械鬥，當時侯西庚號召庄民組成義軍保護庄子，就在一次別庄來攻打溪厝村時，被義軍打死了十八人，埋在庄尾的竹林內，而且建廟祭祀。",,120.26507498269,23.496907736566,清朝,迄今,Zhuangwei,Jhuangwei
後壁寮,,嘉義縣,六腳鄉,"溪厝村,",一般地名,後邊的聚落。後壁寮裡又分為頂竹巷仔、下竹巷仔。,閩南～泉州,,,,,,120.27582515643,23.495266510589,清朝,迄今,Houbiliao,Houbiliao
新厝內,,嘉義縣,六腳鄉,"溪厝村,",一般地名,新建的屋子。,閩南～泉州,,,,此處有侯西庚的故居，殘垣危牆，雖略顯得荒涼，但瞻仰侯義士的遺像，仍能遙想當年抗日時的英雄氣概。侯西庚逝世後，日本政府仍要逮捕他的兒子侯江，侯江只好佯裝顛狂，才免於被補。,,120.26781878517,23.496331946144,清朝,迄今,Xincuonei,Sincuonei
十八戶仔,,嘉義縣,六腳鄉,"溪厝村,",一般地名,十八戶人家的聚落。,閩南～泉州,,,,此地位置最接近朴子溪岸，時常遭受水患，日治時期，遷村至對岸定居稱為「新結庄仔」，即現今朴子市德興里。,,120.26626293468,23.489288279936,清朝,迄今,Shibahuzai,Shihbahuzai
溪底,,嘉義縣,六腳鄉,"溪厝村,",一般地名,位於溪岸邊。,閩南～泉州,,,,,,120.26295327551,23.49140188777,清朝,迄今,Xidi,Sidi
埤頭,灣內埤頭,嘉義縣,六腳鄉,"雙涵村,",村里行政區,此處係「土獅仔陂」的源頭地。居民祖籍和灣內庄同源，因牛稠溪泛濫，灣內庄部份居民遷徙至此，故稱「灣內埤頭」，以表示與灣內庄同源。光復後改稱「雙涵村」，因係當地有兩個涵洞。,閩南～漳、泉州,,,,老一輩人仍稱此地曰：「灣內埤頭」。今人一般稱埤頭。由於現今行政區域名稱為「雙涵村」，故改稱「雙涵」的人已漸多。王得祿墓園在埤頭庄之東北角，國家一級古蹟。,,120.30286824614,23.51608112488,清朝,迄今,Pitou,Pitou
大庄,,嘉義縣,六腳鄉,"雙涵村,",一般地名,此處是雙涵村內最大的聚落，故云。,閩南～漳、泉州,,,此聚落有全村居民的信仰中心「保安宮」，主祀天上聖母，創建於光緒年間，原在堤防外之溪畔。民前二年被洪水沖潰，乃由保正陳仁茂發起遷移至現址。,祭祀天上聖母、五府千&#27507;，系先民渡台時，從福建南安縣奉請而來。原址在牛稠溪畔，廟壁上的沿革誌記載是民國4年移到現址。,"嘉義縣志 卷二人民志",120.30037881582,23.514209963717,清朝,迄今,Dazhuang,Dajhuang
公館,,嘉義縣,六腳鄉,"雙涵村,",一般地名,昔日的館事處。,閩南～漳、泉州,,,,此處居民原住於溪畔（南營附近），因溪水屢次泛濫而遷移。,,120.30450966216,23.518671862808,約民國10年,迄今,Gongguan,Gongguan
五戶仔,,嘉義縣,六腳鄉,"雙涵村,",一般地名,早期這兒只有五戶人家。,閩南～漳、泉州,,,,現今已不只五戶人家了，儼然成一大聚落，庄中花木扶疏，庄外竹林搖曳，居民說：「『五戶仔』已名不符實，想改名為『竹圍仔』」。,,120.29588489648,23.508683332879,清朝,迄今,Wuhuzai,Wuhuzai
&#24269;仔,,嘉義縣,六腳鄉,"雙涵村,",一般地名,此處早期是一草仔&#24269;。（清朝的舊式製糖工場，以茅草搭建故稱草仔&#24269;。）,閩南～漳、泉州,,,,,,120.29995940094,23.510060903079,清朝,迄今,&#24269;Zai,&#24269;Zai
後庄,,嘉義縣,六腳鄉,"雙涵村,",農地,在本村後邊的施姓聚落。,閩南～漳、泉州,,,"此處有一座一級古蹟王得祿墓園。 王得祿是清朝統治台灣二百一十二年中，官位最高的台灣人，此墓建於1844年，至今已有一百五十多年的歷史了，佔地約二公頃餘。墓園的形制是遵照大清會典的規定建成，屬「大太極」型式。 墓碑後有墓岸，墓手向兩邊伸展，兩側寶城石柱，依次立有以青斗石精雕的石龍、石鳳、石獅、石象；墓埕外左右各有一列翁仲（左為文官、右為武官）石馬、石羊、石虎等。總觀此墓規模宏偉，堪稱為台灣地區首屈一指的古墓了。","此庄為施姓大聚落，傳聞有一千餘戶，請有保鏢護庄，庄之四周皆環路，村人路過此處須看風勢，如吹南風須走北邊路，吹北風則走南邊路。 王得祿墓園在庄前建造之後，風水遭受破壞，導至全庄「雞不啼、狗不吠」，厄運連連，因而散庄夷為農田。 民間傳說：王得祿墓園中的石雕馬、羊、虎、鳳等，每於午夜即四出覓食，損傷五穀禽獸。翁仲入夜後還會調戲婦女，最後地理師在墓地左側，闢了一條道路，（或謂在墓東挖溝渠）破壞了墓地風水，鄰近村落才恢復平靜。",王得祿傳,120.30831161931,23.522940254255,清朝,迄今,Houzhuang,Houjhuang
土獅仔庄,大塗師,嘉義縣,六腳鄉,"塗師村,",村里行政區,地名由來不詳。,閩南～泉州,,,"土獅仔庄為六腳鄉漢人入墾最早的地方，明天&#21843;4年（西元1624年），顏思齊、鄭成功拓台十寨中之一。 1677年泉州南安縣人侯堪民、魏善英移居開發大塗獅庄。 康熙49年（西元1710年）庄民合築「土獅仔陂」，引牛稠溪之水，南灌六家佃庄，北灌土獅仔庄。 劉&#21843;光原名侯朝宗，大塗獅人，生於民前七年。因不滿日人壓搾台灣蔗農，乃加入抗日陣容，而被捕入獄。出獄後仍反日，日閥引為心腹之患，乃計畫緝捕，因而潛逃至大陸，光復後返國，改名為劉&#21843;光。",早期塗師村村民雖以耕種為生，但於農閒時，另勤於家庭副業～竹編器具。四、五十年前其全盛時期，村中男女老少大都會這種竹編技藝。後因塑膠製品大量生產，而取代了竹製品，竹編手藝也隨著凋零了。,諸羅縣誌、嘉義縣鄉土史料,120.28721628351,23.508068073233,清朝,迄今,Tushizaizhuang,Tushihzaijhuang
